NTSBNumber,AccidentReport,AccidentDate,City,StateOrRegion,Country,Latitude,Longitude,FatalInjuries,SeriousInjuries,HighestInjuryLevel,AircraftNumber,DamageLevel,AircraftCategory,RegulationFlightConductedUnder,FlightScheduledType,FlightTerminalType,FlightServiceType,FlightOperationType,DefiningEvent,PhaseOfFlight,IntentionalAct
GAA19CA398,AccidentReport,2019-07-10,Petersburg,Virginia,United States,37.186943,-77.503334,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Abnormal Runway Contact,Landing,
GAA19CA401,AccidentReport,2019-07-10,Vineyard Haven,Massachusetts,United States,41.393333,-70.613891,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Navigation Error,Approach,
GAA19CA404,AccidentReport,2019-07-10,Saipan,,United States,15.123888,145.731384,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Aerial observation,Loss of Control on Ground,Taxi,
GAA19CA466,AccidentReport,2019-07-10,Palatka,Florida,United States,29.658332,-81.689445,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Instructional,Abnormal Runway Contact,Landing,
ANC19FA033,AccidentReport,2019-07-11,Ketchikan,Alaska,United States,55.30107,-131.65202,1,,Fatal,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Loss of Control In-Flight,Maneuvering,
CEN19FA218,AccidentReport,2019-07-11,Hawley,Minnesota,United States,46,-96,1,,Fatal,1,Destroyed,Gyroplane,Part 91: General aviation,,,,Personal,Loss of Control In-Flight,Maneuvering,
CEN19LA220,AccidentReport,2019-07-11,Wheeling,Illinois,United States,42.134723,-87.89167,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Fuel Related,Approach,
GAA19CA402,AccidentReport,2019-07-11,Talkeetna,Alaska,United States,62.319442,-150.113327,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Other,Landing,
GAA19CA406,AccidentReport,2019-07-11,Lincoln,Missouri,United States,38.400554,-93.332496,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Loss of Control In-Flight,Landing,
GAA19WA478,AccidentReport,2019-07-11,Bucaramanga,,Colombia,7.127777,-73.184722,,,None,1,Substantial,Airplane,"Non-U.S., non-commercial",,,,,Abnormal Runway Contact,Landing,
GAA19CA408,AccidentReport,2019-07-12,Hamilton,Montana,United States,46.251388,-114.125556,,,Minor,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Loss of Control on Ground,Landing,
GAA19CA467,AccidentReport,2019-07-12,Orlando,Florida,United States,28.546112,-81.332221,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Bird Strike,Approach,
CEN19FA221,AccidentReport,2019-07-13,Katy,Texas,United States,29.774723,-95.721946,1,,Fatal,1,Destroyed,Airplane,Part 91: General aviation,,,,Personal,Unknown,Enroute,
CEN19LA222,AccidentReport,2019-07-13,Clinton,Arkansas,United States,35.599166,-92.456665,,2,Serious,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,System/Component Failure - Powerplant,Takeoff,
ERA19FA225,AccidentReport,2019-07-13,Oliver Springs,Tennessee,United States,36.040554,-84.306114,1,,Fatal,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Loss of Control In-Flight,Initial Climb,
ERA19LA224,AccidentReport,2019-07-13,Carlisle,Pennsylvania,United States,40.187778,-77.169441,0,0,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Fuel Related,Initial Climb,
ERA19LA226,AccidentReport,2019-07-13,Summit,South Carolina,United States,33.935832,-81.430831,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,System/Component Failure - Powerplant,Initial Climb,
GAA19CA409,AccidentReport,2019-07-13,Denver,Colorado,United States,39.904998,-105.114166,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Instructional,Loss of Control In-Flight,Approach,
WPR19LA194,AccidentReport,2019-07-13,Mosby,Montana,United States,47.040832,-107.660552,,2,Serious,1,Substantial,Helicopter,Part 91: General aviation,,,,Aerial observation,Loss of Control In-Flight,Landing,
CEN19LA223,AccidentReport,2019-07-14,Elkhart,Indiana,United States,41.720535,-85.979141,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,,Standing,
CEN19LA224,AccidentReport,2019-07-14,Osceola,Wisconsin,United States,45.310001,-92.690002,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,System/Component Failure - Non-power,Takeoff,
CEN19LA225,AccidentReport,2019-07-14,Knox,Indiana,United States,41.294166,-86.622497,,1,Serious,1,Substantial,Airplane,Part 91: General aviation,,,,Instructional,Loss of Control In-Flight,Maneuvering,
ERA19LA227,AccidentReport,2019-07-14,Hastings,Florida,United States,29.693332,-81.506942,0,2,Serious,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Low Altitude Operation,Initial Climb,
GAA19CA411,AccidentReport,2019-07-14,San Diego,California,United States,32.815834,-117.139442,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Loss of Control on Ground,Landing,
GAA19CA412,AccidentReport,2019-07-14,Elkton,Florida,United States,29.901111,-81.3125,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Instructional,Loss of Control In-Flight,Maneuvering,
GAA19CA447,AccidentReport,2019-07-14,Sparks,Nevada,United States,39.868057,-119.710281,,,None,1,Substantial,Glider,Part 91: General aviation,,,,Personal,Loss of Control In-Flight,Takeoff,
WPR19LA190,AccidentReport,2019-07-14,Cascade,Idaho,United States,44.536666,-115.35083,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,System/Component Failure - Powerplant,Takeoff,
GAA19CA416,AccidentReport,2019-07-15,York,South Carolina,United States,35.029167,-81.252502,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Other,Takeoff,
GAA19CA421,AccidentReport,2019-07-15,Lompoc,California,United States,34.665554,-120.457496,,,Minor,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Collision on Takeoff or Landing,Approach,
GAA19CA437,AccidentReport,2019-07-15,Bancroft,Idaho,United States,42.800556,-111.986946,,,Minor,1,Substantial,Airplane,Part 137: Agricultural,,,,Aerial application,Loss of Control In-Flight,Maneuvering,
GAA19CA487,AccidentReport,2019-07-15,Bison,South Dakota,United States,45.518333,-102.467781,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Abnormal Runway Contact,Landing,
WPR19FA188,AccidentReport,2019-07-15,Hayward,California,United States,37.655834,-122.12361,1,1,Fatal,1,Substantial,Helicopter,Part 91: General aviation,,,,Instructional,Unknown,Maneuvering,
WPR19LA195,AccidentReport,2019-07-15,Hurricane,Utah,United States,37.040649,-113.209304,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,System/Component Failure - Powerplant,Takeoff,
ANC19LA034,AccidentReport,2019-07-16,Ocean City,Maryland,United States,38.33889,-75.061668,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Aerial observation,System/Component Failure - Powerplant,Maneuvering,
CEN19LA226,AccidentReport,2019-07-16,Detroit Lakes,Minnesota,United States,46.833057,-95.89389,,,Minor,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,System/Component Failure - Non-power,Approach,
ERA19LA228,AccidentReport,2019-07-16,Gainesboro,Tennessee,United States,36.395832,-85.641387,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,System/Component Failure - Powerplant,Enroute,
ERA19LA229,AccidentReport,2019-07-16,Crescent,Florida,United States,29.43,-81.604164,,1,Serious,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Loss of Control on Ground,Landing,
GAA19CA423,AccidentReport,2019-07-16,Salmon,Idaho,United States,44.968055,-114.73278,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Instructional,Unintended Flight Into IMC,Landing,
GAA19CA424,AccidentReport,2019-07-16,Grand Canyon,Arizona,United States,35.946666,-112.153335,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Loss of Control In-Flight,Landing,
GAA19CA425,AccidentReport,2019-07-16,Brownville,Maine,United States,45.336112,-69.050834,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Loss of Control on Ground,Landing,
GAA19CA428,AccidentReport,2019-07-16,Council Bluff,Iowa,United States,41.234443,-95.746391,,,Minor,1,Substantial,Helicopter,Part 137: Agricultural,,,,Aerial application,Abnormal Runway Contact,Takeoff,
WPR19LA189,AccidentReport,2019-07-16,Aumsville,Oregon,United States,44.8875,-122.871948,,1,Serious,1,Destroyed,Airplane,Part 91: General aviation,,,,Personal,Fire - Non-Impact,Enroute,
WPR19LA191,AccidentReport,2019-07-17,Alvord Desert,Oregon,United States,42.5354,-118.456,1,,Fatal,1,Destroyed,Glider,Part 91: General aviation,,,,Glider tow,Loss of Control In-Flight,Takeoff,
WPR19TA193,AccidentReport,2019-07-17,Mesquite,Nevada,United States,36.8325,-114.05722,,,Minor,1,Destroyed,Airplane,Part 91: General aviation,,,,Ferry,Collision on Takeoff or Landing,Landing,
GAA19CA433,AccidentReport,2019-07-18,Laramie,Wyoming,United States,41.311943,-105.675003,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Flight test,Abnormal Runway Contact,Landing,
WPR19LA192,AccidentReport,2019-07-18,Draper,Utah,United States,40.52639,-111.83139,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,System/Component Failure - Powerplant,Enroute,
ERA19LA231,AccidentReport,2019-07-19,Poughkeepsie,New York,United States,41.626667,-73.884162,,3,Serious,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Fuel Related,Enroute,
ERA19LA232,AccidentReport,2019-07-19,Ocean City,Maryland,United States,38.314445,-75.127777,,,Minor,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,System/Component Failure - Powerplant,Initial Climb,
ERA19TA233,AccidentReport,2019-07-19,Sanford,Florida,United States,28.777221,-81.235,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Abnormal Runway Contact,Landing,
GAA19CA440,AccidentReport,2019-07-19,Denver,Colorado,United States,39.578609,-104.851112,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Instructional,Loss of Control on Ground,Takeoff,
GAA19CA445,AccidentReport,2019-07-19,Phoenix,Arizona,United States,33.688331,-112.082496,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Loss of Control on Ground,Landing,
GAA19CA450,AccidentReport,2019-07-19,Cove,Oregon,United States,45.354167,-117.633331,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Runway Excursion,Takeoff,
WPR19LA196,AccidentReport,2019-07-19,The Dalles,Oregon,United States,45.619445,-121.168334,,,None,1,Destroyed,Airplane,Part 91: General aviation,,,,Personal,Abnormal Runway Contact,Takeoff,
ANC19TA037,AccidentReport,2019-07-20,Skwentna,Alaska,United States,61.687778,-151.40083,,1,Serious,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Collision on Takeoff or Landing,Approach,
CEN19CA227,AccidentReport,2019-07-20,Oshkosh,Wisconsin,United States,43.984443,-88.556663,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Abnormal Runway Contact,Landing,
CEN19FA235,AccidentReport,2019-07-20,Kilgore,Texas,United States,32.379428,-94.860847,,1,Serious,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Loss of Control In-Flight,Takeoff,
GAA19CA443,AccidentReport,2019-07-20,Jefferson City,Missouri,United States,38.59111,-92.156112,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Loss of Control on Ground,Landing,
GAA19CA446,AccidentReport,2019-07-20,Tracy,California,United States,37.673053,-121.438056,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,System/Component Failure - Powerplant,Enroute,
WPR19CA197,AccidentReport,2019-07-20,Yellow Pine,Idaho,United States,44.883888,-115.707496,,,Minor,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Collision on Takeoff or Landing,Landing,
WPR19LA200,AccidentReport,2019-07-20,Battleground,Washington,United States,45.819999,-122.550003,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,System/Component Failure - Powerplant,Landing,
WPR19LA201,AccidentReport,2019-07-20,King City,California,United States,36.228332,-121.121391,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Abnormal Runway Contact,Landing,
CEN19LA229,AccidentReport,2019-07-21,Houston,Missouri,United States,37.333332,-91.966667,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Fuel Related,Takeoff,
CEN19LA230,AccidentReport,2019-07-21,Ida Grove,Iowa,United States,42.340831,-95.538055,,,Minor,1,Substantial,Helicopter,Part 137: Agricultural,,,,Aerial application,System/Component Failure - Powerplant,Maneuvering,
CEN19LA231,AccidentReport,2019-07-21,Breckenridge,Michigan,United States,43.484165,-84.484443,,,None,1,Substantial,Airplane,Part 137: Agricultural,,,,Aerial application,System/Component Failure - Powerplant,Initial Climb,
CEN19LA232,AccidentReport,2019-07-21,Fredericksburg,Texas,United States,30.335832,-98.839447,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,System/Component Failure - Powerplant,Enroute,
GAA19WA460,AccidentReport,2019-07-21,"Hythe, Kent-UK",,United Kingdom,,,1,1,Fatal,1,Destroyed,Airplane,"Non-U.S., non-commercial",,,,,Loss of Control In-Flight,Enroute,
WPR19LA202,AccidentReport,2019-07-21,Port Townsend,Washington,United States,48.051666,-122.801391,,,Minor,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Collision on Takeoff or Landing,Landing,
ANC19LA039,AccidentReport,2019-07-22,Boise,Idaho,United States,43.561111,-116.21833,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Business,Abnormal Runway Contact,Landing,
CEN19LA233,AccidentReport,2019-07-22,Kingston,Oklahoma,United States,33.999168,-96.641944,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,System/Component Failure - Powerplant,Takeoff,
GAA19CA448,AccidentReport,2019-07-22,Van Nuys,California,United States,34.20972,-118.489997,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Aerial observation,Loss of Control on Ground,Landing,
WPR19LA198,AccidentReport,2019-07-22,Madras,Oregon,United States,44.670276,-121.155281,,,Minor,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,System/Component Failure - Powerplant,Approach,
ANC19LA040,AccidentReport,2019-07-23,Farewell,Alaska,United States,62.4775,-153.519729,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,System/Component Failure - Powerplant,Takeoff,
CEN19CA237,AccidentReport,2019-07-24,Oshkosh,Wisconsin,United States,43.99139,-88.559997,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Loss of Control on Ground,Landing,
CEN19FA236,AccidentReport,2019-07-24,Chadron,Nebraska,United States,42.850276,-103.084999,3,0,Fatal,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Fuel Related,Approach,
CEN19LA244,AccidentReport,2019-07-24,Walls,Mississippi,United States,34.9575,-90.151664,,,None,1,Substantial,Airplane,Part 137: Agricultural,,,,Aerial application,Fuel Related,Initial Climb,
ERA19FA234,AccidentReport,2019-07-24,Americus,Georgia,United States,32.136112,-84.194442,2,,Fatal,1,Destroyed,Airplane,Part 91: General aviation,,,,Personal,Unintended Flight Into IMC,Initial Climb,
GAA19CA452,AccidentReport,2019-07-24,Welsh,Louisiana,United States,30.202222,-92.775001,,,Minor,1,Substantial,Airplane,Part 137: Agricultural,,,,Aerial application,Low Altitude Operation,Maneuvering,
GAA19CA453,AccidentReport,2019-07-24,STANTON,Texas,United States,32.201389,-101.688613,,,None,1,Substantial,Airplane,Part 137: Agricultural,,,,Aerial application,Low Altitude Operation,Maneuvering,
GAA19CA454,AccidentReport,2019-07-24,Deshler,Nebraska,United States,40.167221,-97.714721,,,None,1,Substantial,Airplane,Part 137: Agricultural,,,,Aerial application,Low Altitude Operation,Maneuvering,
GAA19CA463,AccidentReport,2019-07-24,Springfield,Tennessee,United States,36.532501,-86.924163,,,None,1,Substantial,Helicopter,Part 91: General aviation,,,,Personal,Loss of Control In-Flight,Taxi,
CEN19LA243,AccidentReport,2019-07-25,Viroqua,Wisconsin,United States,43.556945,-90.88861,,,Minor,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,System/Component Failure - Powerplant,Enroute,
ERA19LA238,AccidentReport,2019-07-25,Cuthbert,Georgia,United States,31.604999,-84.824996,0,0,None,1,Substantial,Airplane,Part 137: Agricultural,,,,Aerial application,System/Component Failure - Powerplant,Enroute,
ERA19TA235,AccidentReport,2019-07-25,Wakefield,Virginia,United States,36.981109,-77.003051,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Fuel Related,Takeoff,
CEN19LA241,AccidentReport,2019-07-26,Mitchell,South Dakota,United States,43.774723,-98.038612,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Loss of Control on Ground,Landing,
GAA19CA469,AccidentReport,2019-07-26,Wurtsboro,New York,United States,41.597221,-74.458335,,,None,1,Substantial,Glider,Part 91: General aviation,,,,Personal,Cabin Safety Events,Takeoff,
WPR19LA226,AccidentReport,2019-07-26,Fall City,Washington,United States,47.559444,-121.863609,,,Minor,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Abnormal Runway Contact,Landing,
CEN19LA240,AccidentReport,2019-07-27,Blair,Nebraska,United States,41.564167,-96.14083,,,Minor,1,Substantial,Helicopter,Part 137: Agricultural,,,,Aerial application,System/Component Failure - Non-power,Maneuvering,
CEN19LA242,AccidentReport,2019-07-27,Lake,Michigan,United States,43.77222,-84.946113,,1,Serious,1,Substantial,Airplane,Part 91: General aviation,,,,Business,Loss of Control In-Flight,Initial Climb,
CEN19LA246,AccidentReport,2019-07-27,El Paso,Texas,United States,31.807222,-106.376388,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Instructional,System/Component Failure - Non-power,Approach,
CEN19LA251,AccidentReport,2019-07-27,Chicago,Illinois,United States,41.783054,-87.745002,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,System/Component Failure - Non-power,Landing,
GAA19CA456,AccidentReport,2019-07-27,Sparta,Tennessee,United States,36.058887,-85.527778,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Business,Loss of Control on Ground,Takeoff,
GAA19CA457,AccidentReport,2019-07-27,Dukedom,Tennessee,United States,36.447776,-88.722503,,,Minor,1,Substantial,Helicopter,Part 137: Agricultural,,,,Aerial application,Low Altitude Operation,Maneuvering,
GAA19CA468,AccidentReport,2019-07-27,Gaithersburg,Maryland,United States,39.168334,-77.166114,,,None,1,Minor,Airplane,Part 91: General aviation,,,,Instructional,Ground Collision,Taxi,
GAA19CA468,AccidentReport,2019-07-27,Gaithersburg,Maryland,United States,39.168334,-77.166114,,,None,2,Substantial,Airplane,Part 91: General aviation,,,,Personal,Ground Collision,Taxi,
GAA19CA479,AccidentReport,2019-07-27,Mackay,Idaho,United States,43.853332,-113.512779,,,None,1,Substantial,Glider,Part 91: General aviation,,,,Personal,Loss of Control on Ground,Landing,
GAA19CA500,AccidentReport,2019-07-27,Tok,Alaska,United States,63.329444,-142.95195,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Loss of Control on Ground,Landing,
WPR19LA205,AccidentReport,2019-07-27,Eugene,Oregon,United States,44.121387,-123.207221,,2,Serious,1,Substantial,Helicopter,Part 91: General aviation,,,,Other work use,Abrupt Maneuver,Approach,
CEN19CA239,AccidentReport,2019-07-28,Oshkosh,Wisconsin,United States,43.954723,-88.664169,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,System/Component Failure - Powerplant,Enroute,
CEN19FA238,AccidentReport,2019-07-28,Gainesville,Texas,United States,33.629943,-97.150299,2,,Fatal,1,Destroyed,Airplane,Part 91: General aviation,,,,Instructional,Loss of Control In-Flight,Landing,
GAA19CA465,AccidentReport,2019-07-28,Richmond,Virginia,United States,37.406387,-77.524719,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Collision on Takeoff or Landing,Landing,
GAA19CA472,AccidentReport,2019-07-28,Mt. Sterling,Kentucky,United States,38.058055,-83.979446,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Loss of Control on Ground,Takeoff,
WPR19LA204,AccidentReport,2019-07-29,Vernal,Utah,United States,40.448333,-109.506942,,2,Serious,1,Substantial,Airplane,Part 91: General aviation,,,,Instructional,Loss of Control In-Flight,Takeoff,
CEN19LA265,AccidentReport,2019-07-30,Fairhope,Alabama,United States,30.514722,-87.871948,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Instructional,System/Component Failure - Powerplant,Enroute,
CEN19WA268,AccidentReport,2019-07-30,"Senneterre, Quebec",,Canada,48.471944,-77.047778,1,,Fatal,1,Destroyed,Airplane,Part 91: General aviation,,,,Personal,Loss of Control In-Flight,Enroute,
ERA19LA239,AccidentReport,2019-07-30,Chattanooga,Tennessee,United States,35.031665,-85.204719,0,0,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,System/Component Failure - Non-power,Initial Climb,
GAA19CA464,AccidentReport,2019-07-30,WESTMINSTER,Maryland,United States,39.466945,-77.017501,,,Minor,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Abnormal Runway Contact,Landing,
GAA19CA470,AccidentReport,2019-07-30,Placerville,California,United States,38.724166,-120.753334,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Abnormal Runway Contact,Landing,
GAA19CA474,AccidentReport,2019-07-30,Cloquet,Minnesota,United States,46.70111,-92.503608,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Abnormal Runway Contact,Landing,
GAA19CA475,AccidentReport,2019-07-30,Thompson Falls,Montana,United States,47.776668,-115.476112,,2,Serious,1,Substantial,Airplane,Part 91: General aviation,,,,Instructional,Abnormal Runway Contact,Landing,
GAA19CA471,AccidentReport,2019-07-31,Falcon,Colorado,United States,38.943611,-104.570274,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Undershoot/Overshoot,Landing,
GAA19CA473,AccidentReport,2019-07-31,Fessenden,North Dakota,United States,47.649166,-99.629165,,,Minor,1,Substantial,Helicopter,Part 137: Agricultural,,,,Aerial application,Low Altitude Operation,Maneuvering,
GAA19CA492,AccidentReport,2019-07-31,Kenai,Alaska,United States,60.589443,-152.157501,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Business,Undershoot/Overshoot,Landing,
GAA19CA482,AccidentReport,2019-08-01,Manassas,Virginia,United States,38.721111,-77.514999,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Loss of Control on Ground,Landing,
GAA19CA484,AccidentReport,2019-08-01,Hume,New York,United States,42.475833,-78.137222,,1,Serious,1,None,Balloon,Part 91: General aviation,,,,Business,Abnormal Runway Contact,Landing,
WPR19LA231,AccidentReport,2019-08-01,Novato,California,United States,38.141109,-122.555831,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Business,Abnormal Runway Contact,Landing,
GAA19CA481,AccidentReport,2019-08-02,Vandalia,Illinois,United States,38.975276,-89.142501,,,None,1,Substantial,Helicopter,Part 137: Agricultural,,,,Aerial application,Low Altitude Operation,Maneuvering,
CEN19FA247,AccidentReport,2019-08-03,Ontonagan,Michigan,United States,46.699165,-89.472778,1,,Fatal,1,Destroyed,Airplane,Part 91: General aviation,,,,Personal,Windshear/Thunderstorm,Enroute,
CEN19LA249,AccidentReport,2019-08-03,Saginaw,Michigan,United States,43.404167,-83.980003,,,Minor,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,System/Component Failure - Powerplant,Enroute,
CEN19LA250,AccidentReport,2019-08-03,Lyons,Nebraska,United States,41.9375,-96.473052,,,Minor,1,Substantial,Helicopter,Part 137: Agricultural,,,,Aerial application,System/Component Failure - Powerplant,Maneuvering,
CEN19LA257,AccidentReport,2019-08-03,Jacksonville,Florida,United States,30.368888,-81.521385,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Fuel Related,Initial Climb,
ANC19FA042,AccidentReport,2019-08-04,Girdwood,Alaska,United States,61.036945,-149.045272,4,,Fatal,1,Destroyed,Airplane,Part 91: General aviation,,,,Personal,Controlled Flight Into Terrain,Maneuvering,
CEN19FA248,AccidentReport,2019-08-04,De Queen,Arkansas,United States,34.039443,-94.423889,1,1,Fatal,1,Substantial,Airplane,Part 91: General aviation,,,,Flight test,Loss of Control In-Flight,Unknown,
GAA19CA480,AccidentReport,2019-08-04,Waco,Nebraska,United States,40.937778,-97.50222,,,None,1,Substantial,Airplane,Part 137: Agricultural,,,,Aerial application,Low Altitude Operation,Maneuvering,
GAA19CA483,AccidentReport,2019-08-04,Paulden,Arizona,United States,34.931667,-112.517501,,1,Serious,1,Substantial,Glider,Part 91: General aviation,,,,Personal,Loss of Control on Ground,Landing,
GAA19CA486,AccidentReport,2019-08-04,Bayse,Virginia,United States,38.815277,-78.770835,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Loss of Control on Ground,Landing,
GAA19CA503,AccidentReport,2019-08-04,Ocean City,Maryland,United States,38.310554,-75.123886,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Instructional,Abnormal Runway Contact,Landing,
GAA19CA504,AccidentReport,2019-08-04,Oakland,California,United States,37.724166,-122.211669,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Abnormal Runway Contact,Landing,
CEN19LA252,AccidentReport,2019-08-05,Miami,Florida,United States,25.647499,-80.433334,,2,Serious,1,Substantial,Airplane,Part 91: General aviation,,,,Instructional,Fuel Related,Takeoff,
WPR19FA209,AccidentReport,2019-08-05,Wolf Point,Montana,United States,48.435832,-105.760833,2,,Fatal,1,Destroyed,Airplane,Part 91: General aviation,,,,Business,Loss of Control In-Flight,Approach,
CEN19FA253,AccidentReport,2019-08-07,Cotulla,Texas,United States,28.409999,-99.078056,1,,Fatal,1,Destroyed,Glider,Part 91: General aviation,,,,Personal,Loss of Control In-Flight,Maneuvering,
CEN19LA260,AccidentReport,2019-08-07,Cortez,Colorado,United States,37.34066,-108.290733,,,Minor,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,System/Component Failure - Powerplant,Enroute,
GAA19CA490,AccidentReport,2019-08-07,Pueblo,Colorado,United States,38.29,-104.498054,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Instructional,Loss of Control In-Flight,Approach,
WPR19FA212,AccidentReport,2019-08-07,Camarillo,California,United States,34.21389,-119.070831,2,,Fatal,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Loss of Control In-Flight,Approach,
CEN19FA259,AccidentReport,2019-08-08,Sumner,Iowa,United States,42.847778,-92.116943,1,,Fatal,1,Destroyed,Airplane,Part 91: General aviation,,,,Positioning,Low Altitude Operation,Maneuvering,
CEN19LA258,AccidentReport,2019-08-08,North Garden,Virginia,United States,37.950553,-78.612503,,,Minor,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,System/Component Failure - Powerplant,Enroute,
CEN19LA266,AccidentReport,2019-08-08,Lubbock,Texas,United States,33.49905,-102.010238,,1,Serious,1,None,Airplane,Part 91: General aviation,,,,Business,Turbulence Encounter,Takeoff,
ERA19FA240,AccidentReport,2019-08-08,Hatboro,Pennsylvania,United States,40.1725,-75.080001,3,0,Fatal,1,Destroyed,Airplane,Part 91: General aviation,,,,Personal,Loss of Control In-Flight,Enroute,
ERA19WA242,AccidentReport,2019-08-08,Bimini,,Bahamas,25.731388,-79.689445,0,0,None,1,Substantial,Airplane,Part 91: General aviation,,,,Unknown,System/Component Failure - Powerplant,Enroute,
GAA19CA488,AccidentReport,2019-08-08,Hollywood,Florida,United States,25.998056,-80.237777,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Instructional,Loss of Control on Ground,Landing,
